"externalId","classificationOfInstructionalProgramCode","courseNumber","courseTitle","subjectAbbreviation","departmentExternalId","institutionExternalId","facilityExternalId","description"
"LGCS011  JT","","LGCS011  JT","Intro to Cognitive Science","PLCS","PLCS","PO","PO","Introduction to Cognitive Science. Historical and contemporary views of the mind, from the perspectives of philosophy, linguistics, psychology, cognitive neuroscience, and computer science. How does the mind acquire, structure and make use of language? How does it make sense of emotional and sensory experience? What is consciousness? Topics include language, meaning, knowledge, thinking, remembering, self and consciousness."
"LGCS011  PO","","LGCS011  PO","Intro to Cognitive Science","PLCS","PLCS","PO","PO","Introduction to Cognitive Science. Historical and contemporary views of the mind, from the perspectives of philosophy, linguistics, psychology, cognitive neuroscience, and computer science. How does the mind acquire, structure and make use of language? How does it make sense of emotional and sensory experience? What is consciousness? Topics include language, meaning, knowledge, thinking, remembering, self and consciousness."
"LGCS062  PO","","LGCS062  PO","Lit, Film & Cognitive Sciences","PLCS","PLCS","PO","PO","This course critically explores the intersection of the arts and experimental psychology, linguistics neuroscience, behavioral economics and decision theory. We will read some of the major statements regarding fiction, narrative, metaphorical language, analogical and inductive reasoning, and various behavioral and judgmental biases and examine how these cognitive insights contribute to our understanding of the experience of reading fiction, attending plays, watching movies, and playing computerized games. Letter grade only. Previously offered as RLIT181 PO. "
"LGCS082  PZ","","LGCS082  PZ","Racial Politics of Teaching","ZLIN","ZLIN","PZ","PZ","This
class examines how race and ethnicity are constructed in schooling from
sociological, linguistic and ethnic studies standpoints. Specifically, we will discuss
how race and ethnicity are constructed in schooling and ways
teachers/educators may refine their pedagogies in relation to race and ethnicity.
Students will do a research project."
"LGCS101  PO","","LGCS101  PO","Comparative/Historical Ling.","PLCS","PLCS","PO","PO","This course is an introduction to historical linguistics, the study of how languages change over time. The course is a hands-on introduction. Students learn how to ëdoí historical linguistics by working through exercises involving a variety of languages. Topics include: types of language change (sound change, analogy, borrowing, etc.); reconstruction of proto-languages; and the origins of modern languages. Prerequisite: LGCS 010 PO or permission of instructor. "
"LGCS104  PO","","LGCS104  PO","Phonetics","PLCS","PLCS","PO","PO","This course addresses the physical properties of speech articulation and speech sounds, covering areas such as the basic anatomy of the vocal tract, physical articulation, the acoustic properties of speech sounds, and speech perception. Students will learn the International Phonetic Alphabet (IPA) and will learn to do digital speech analysis (using Praat). Letter grade only. Prerequisites: LGCS010  PO. "
"LGCS105  PO","","LGCS105  PO","Syntax","PLCS","PLCS","PO","PO","This course examines the sentence structure of natural language, addressing the (mostly unconscious) knowledge people have about language and proposing cognitive structures for that knowledge. For example, we explain why you can run up a bill and run up a hill, but while you can run a bill up, you can't run a hill up. Over the course of the semester we will adjust our theoretical model of syntax (using the framework of generative syntax), arriving at a set of claims about the nature of syntactic structures that are universal to all languages. The course emphasizes analysis and argumentation, with a writing-centric curriculum. Letter grade only. Prerequisites: LGCS 010  PO or equivalent."
"LGCS106  PO","","LGCS106  PO","Semantics & Pragmatics","PLCS","PLCS","PO","PO","Language users manage to communicate complex thoughts and ideas within rapidly changing and evolving contexts, often with incredible ease. How are we able to locate linguistic meanings in such rich and elusive contexts? What is the relationship between the meaning of a word or expression and its linguistic form? What are the rules or processes that determine how more complex meanings are created from their parts, and how do these processes relate to other cognitive or mental processes? This course introduces both theoretical and practical tools to build an abstract theory of linguistic meaning that addresses these questions, among others. Letter grade only. Prerequisites: LGCS010  PO or CSCI030  PO. "
"LGCS107  PO","","LGCS107  PO","Pragmatics","PLCS","PLCS","PO","PO","Pragmatics of Language: How to Do Things with Words. A philosophical and linguistic discussion of language use and non-truth-conditional aspects of meaning. Topics from philosophy of language and linguistics: speech acts, presupposition, conversational implicature, context and common ground, demonstratives and indexicals, topic/comment and focus, with applications to law and to psychology."
"LGCS108  PO","","LGCS108  PO","Phonology","PLCS","PLCS","PO","PO","Phonology. Analysis of the organization of sounds in the worldís languages. Fundamental concepts in phonological theory and their relation to issues in articulatory and acoustic phonetics. Course focuses on feature systems, underlying representations, phonological rules and derivations. Prerequisite: 10."
"LGCS109  PO","","LGCS109  PO","Morphology","PLCS","PLCS","PO","PO","Provides an introduction to morphology, the study of how words are built from their component parts. Topics to be covered include methods of morphological analysis, the relationship between morphology and other areas of grammar and modern theories of morphology. Prerequities: LGCS 010 PO "
"LGCS110  PZ","","LGCS110  PZ","Language & Gender","ZLIN","ZLIN","PZ","PZ","The relation between cultural attitudes and language.
The course will investigate how gender socialization is reflected in the structure of
language at all levels and the extent to which male/female patterns of language use
might contribute to the creation and/or maintenance of given structures of power,
solidarity, etc. Students will be expected to develop their own fieldwork-based
project."
"LGCS112  JT","","LGCS112  JT","Language and Society","ZLIN","ZLIN","PZ","PZ","Language is an expression of our identity. This course will explore how language reflects social patterns, including class, gender, ethnic,regional and other differences. How these differences can lead to conflicts in interaction. Students will do a fieldwork project. Prerequisite: LGCS 10 or permission of instructor."
